_time	srsue_data_id	cfo	distance_km	dl_earfcn	dl_evm	dl_mcs	fec_iters	pathloss	pci	ri	rrc_state	rsrp	rsrq	rssi	rx_brate	rx_errors	rx_pkts	sfo	sinr	speed_kmph	sync_err	ta_us	tx_brate	tx_errors	tx_pkts	ul_buffer	ul_mcs	ul_power
2025-01-29 20:30:21.570	ue1_uhd	0.96	0	368500	0.08	24.89	1.56	0	1	0	0	2.42	0	0	0.03	0	26	0	20.51	0	0.01	0	4.16	2	251	380314	4.7	-10.23
2025-01-29 20:30:22.030	ue2_uhd	1.31	0	368500	0.05	26.96	1.08	0	1	0	0	1.26	0	0	0.03	0	23	1	24.72	0	-0.02	0	3	1	249	380545	3.18	-10.2
2025-01-29 20:30:22.049	ue1_uhd	-3.61	0	368500	0.08	25.39	2.64	0	1	0	0	2.38	0	0	0.03	1	28	-3	20.62	0	0.01	0	4.3	2	251	379856	4.87	-10.17
2025-01-29 20:30:22.519	ue2_uhd	0.2	0	368500	0.05	26.88	1.12	0	1	0	0	1.27	0	0	0.03	0	24	0	24.84	0	-0.02	0	3.08	2	250	379416	3.29	-10.2
2025-01-29 20:30:22.529	ue1_uhd	-3.51	0	368500	0.08	24.96	1.63	0	1	0	0	2.45	0	0	0.03	0	26	-3	20.58	0	0.01	0	4.09	4	251	378698	4.62	-10.27
2025-01-29 20:30:23.008	ue2_uhd	-0.1	0	368500	0.05	26.79	1.04	0	1	0	0	1.26	0	0	0.03	0	23	0	24.81	0	-0.02	0	3.11	4	252	380079	3.28	-10.21
2025-01-29 20:30:23.009	ue1_uhd	-0.99	0	368500	0.08	24.89	1.67	0	1	0	0	2.42	0	0	0.03	0	26	0	20.4	0	0.01	0	4.12	1	249	379938	4.7	-10.21
2025-01-29 20:30:23.489	ue1_uhd	2.85	0	368500	0.08	24.78	1.85	0	1	0	0	2.45	0	0	0.03	0	26	2	20.48	0	0.01	0	4.17	3	249	380525	4.76	-10.25
2025-01-29 20:30:23.497	ue2_uhd	-0.15	0	368500	0.05	26.92	1.12	0	1	0	0	1.26	0	0	0.03	0	23	0	24.95	0	-0.02	0	3.03	2	250	380082	3.21	-10.21
2025-01-29 20:30:23.968	ue1_uhd	-1.49	0	368500	0.08	25.22	2.33	0	1	0	0	2.44	0	0	0.03	0	26	-1	20.5	0	0.01	0	4.15	3	249	379644	4.74	-10.17
2025-01-29 20:30:23.986	ue2_uhd	0.25	0	368500	0.05	26.8	1	0	1	0	0	1.26	0	0	0.03	0	24	0	24.91	0	-0.02	0	3.05	3	250	380154	3.24	-10.24
2025-01-29 20:30:24.449	ue1_uhd	3.05	0	368500	0.08	25.33	2.11	0	1	0	0	2.42	0	0	0.03	1	27	3	20.63	0	0.01	0	4.32	3	251	380802	4.91	-10.17
2025-01-29 20:30:24.475	ue2_uhd	1.62	0	368500	0.05	26.74	1.09	0	1	0	0	1.27	0	0	0.03	0	22	1	24.69	0	-0.02	0	2.95	5	251	379537	3.06	-10.24
2025-01-29 20:30:24.929	ue1_uhd	1.81	0	368500	0.08	24.96	1.67	0	1	0	0	2.44	0	0	0.03	0	26	1	20.49	0	0.01	0	4.18	0	249	380769	4.77	-10.22
2025-01-29 20:30:24.964	ue2_uhd	-0.86	0	368500	0.05	26.88	1.12	0	1	0	0	1.26	0	0	0.03	0	23	0	24.7	0	-0.02	0	2.91	0	248	380117	3.06	-10.24
2025-01-29 20:30:25.410	ue1_uhd	-2.02	0	368500	0.08	24.75	1.61	0	1	0	0	2.32	0	0	0.03	0	27	-2	20.59	0	0.01	0	4.36	2	250	380649	4.96	-10.24
2025-01-29 20:30:25.453	ue2_uhd	-0.59	0	368500	0.05	26.92	1.08	0	1	0	0	1.26	0	0	0.03	0	24	0	24.81	0	-0.02	0	3.08	2	250	379455	3.27	-10.21
2025-01-29 20:30:25.890	ue1_uhd	1.24	0	368500	0.08	24.82	1.57	0	1	0	0	2.44	0	0	0.03	0	27	1	20.54	0	0.01	0	4.45	2	249	380217	5.1	-10.22
2025-01-29 20:30:25.942	ue2_uhd	0.18	0	368500	0.05	26.71	1.04	0	1	0	0	1.27	0	0	0.03	0	23	0	24.76	0	-0.02	0	3.08	1	248	380437	3.32	-10.21
2025-01-29 20:30:26.370	ue1_uhd	2.59	0	368500	0.08	25.32	2	0	1	0	0	2.38	0	0	0.03	1	28	2	20.56	0	0.01	0	4.43	2	250	379924	5.05	-10.23
2025-01-29 20:30:26.431	ue2_uhd	-2.15	0	368500	0.05	26.87	1.13	0	1	0	0	1.26	0	0	0.03	0	23	-2	24.94	0	-0.02	0	3.11	4	252	379736	3.28	-10.23
2025-01-29 20:30:26.849	ue1_uhd	-2.82	0	368500	0.08	24.89	1.5	0	1	0	0	2.43	0	0	0.03	0	27	-2	20.43	0	0.01	0	4.5	4	251	380658	5.11	-10.2
2025-01-29 20:30:26.920	ue2_uhd	-0.44	0	368500	0.05	26.88	1.12	0	1	0	0	1.26	0	0	0.03	0	24	0	24.91	0	-0.02	0	3.07	2	251	380189	3.25	-10.25
2025-01-29 20:30:27.329	ue1_uhd	2.52	0	368500	0.08	24.89	1.74	0	1	0	0	2.44	0	0	0.03	0	26	2	20.51	0	0.01	0	4.25	3	250	380539	4.84	-10.28
2025-01-29 20:30:27.408	ue2_uhd	1.13	0	368500	0.05	26.79	1.12	0	1	0	0	1.27	0	0	0.03	0	23	1	24.8	0	-0.02	0	3.09	3	250	380247	3.28	-10.19
2025-01-29 20:30:27.809	ue1_uhd	1.55	0	368500	0.08	24.89	1.89	0	1	0	0	2.4	0	0	0.03	0	27	1	20.55	0	0.01	0	4.29	4	250	378897	4.88	-10.21
2025-01-29 20:30:27.898	ue2_uhd	0.35	0	368500	0.05	26.87	1.12	0	1	0	0	1.26	0	0	0.03	0	23	0	24.78	0	-0.02	0	3.03	3	250	379115	3.2	-10.25
2025-01-29 20:30:28.289	ue1_uhd	2.01	0	368500	0.08	25.15	1.92	0	1	0	0	2.45	0	0	0.03	1	26	2	20.53	0	0.01	0	4.08	3	251	379856	4.61	-10.29
2025-01-29 20:30:28.386	ue2_uhd	-1.03	0	368500	0.05	26.8	1.12	0	1	0	0	1.25	0	0	0.03	0	24	-1	24.71	0	-0.02	0	2.99	3	251	379507	3.13	-10.24
2025-01-29 20:30:28.769	ue1_uhd	-2.96	0	368500	0.08	24.79	1.64	0	1	0	0	2.32	0	0	0.03	0	27	-2	20.54	0	0.01	0	4.19	2	250	379477	4.76	-10.19
2025-01-29 20:30:28.875	ue2_uhd	0.51	0	368500	0.05	26.92	1.13	0	1	0	0	1.27	0	0	0.03	0	23	0	24.75	0	-0.02	0	3	1	249	380438	3.18	-10.23
2025-01-29 20:30:29.249	ue1_uhd	1.09	0	368500	0.08	24.93	1.67	0	1	0	0	2.44	0	0	0.03	0	26	1	20.39	0	0.01	0	4.13	2	250	379755	4.7	-10.26
2025-01-29 20:30:29.364	ue2_uhd	-1.56	0	368500	0.05	26.87	1.13	0	1	0	0	1.27	0	0	0.03	0	23	-1	24.87	0	-0.02	0	3.06	2	249	378519	3.26	-10.21
2025-01-29 20:30:29.729	ue1_uhd	0.95	0	368500	0.08	24.85	1.65	0	1	0	0	2.44	0	0	0.03	0	25	0	20.44	0	0.01	0	4.08	3	248	380575	4.67	-10.27
2025-01-29 20:30:29.853	ue2_uhd	0.27	0	368500	0.05	26.88	1.08	0	1	0	0	1.25	0	0	0.03	0	23	0	24.91	0	-0.02	0	3.1	2	251	379640	3.28	-10.22
2025-01-29 20:30:30.208	ue1_uhd	3.65	0	368500	0.08	24.93	1.79	0	1	0	0	2.31	0	0	0.03	0	27	3	20.58	0	0.01	0	4.15	1	249	379790	4.74	-10.22
2025-01-29 20:30:30.342	ue2_uhd	0.34	0	368500	0.05	26.84	1.08	0	1	0	0	1.26	0	0	0.03	0	24	0	24.99	0	-0.02	0	3.08	4	251	380418	3.26	-10.21
2025-01-29 20:30:30.689	ue1_uhd	3.17	0	368500	0.08	25.07	1.85	0	1	0	0	2.43	0	0	0.03	1	27	3	20.57	0	0.01	0	4.33	3	251	379481	4.91	-10.23
2025-01-29 20:30:30.831	ue2_uhd	-0.54	0	368500	0.05	26.83	1.08	0	1	0	0	1.27	0	0	0.03	0	23	0	24.76	0	-0.02	0	3.03	2	250	379062	3.2	-10.26
2025-01-29 20:30:31.169	ue1_uhd	2.06	0	368500	0.08	24.78	1.7	0	1	0	0	2.43	0	0	0.03	0	26	2	20.49	0	0.01	0	4.2	2	250	379431	4.77	-10.27
2025-01-29 20:30:31.320	ue2_uhd	-0.16	0	368500	0.05	26.8	1.12	0	1	0	0	1.24	0	0	0.03	0	24	0	24.81	0	-0.02	0	3.08	1	249	380366	3.3	-10.18
2025-01-29 20:30:31.650	ue1_uhd	-0.03	0	368500	0.08	24.82	1.57	0	1	0	0	2.33	0	0	0.03	0	27	0	20.79	0	0.01	0	4.23	3	251	380465	4.79	-10.24
2025-01-29 20:30:31.809	ue2_uhd	3.09	0	368500	0.05	26.96	1.04	0	1	0	0	1.27	0	0	0.03	0	23	3	24.76	0	-0.02	0	3.14	1	248	379479	3.39	-10.21
2025-01-29 20:30:32.131	ue1_uhd	0.4	0	368500	0.08	24.85	1.52	0	1	0	0	2.43	0	0	0.03	0	26	0	20.43	0	0.01	0	4.3	1	249	379866	4.92	-10.2
2025-01-29 20:30:32.298	ue2_uhd	-2.97	0	368500	0.05	26.88	1.32	0	1	0	0	1.27	0	0	0.03	0	24	-2	24.73	0	-0.02	0	3.25	3	252	379478	3.49	-10.25
2025-01-29 20:30:32.612	ue1_uhd	-0.79	0	368500	0.08	24.96	1.82	0	1	0	0	2.29	0	0	0.03	1	28	0	20.61	0	0.01	0	4.45	3	250	380189	5.08	-10.22
2025-01-29 20:30:32.787	ue2_uhd	0.48	0	368500	0.05	26.87	1.08	0	1	0	0	1.26	0	0	0.03	0	23	0	24.75	0	-0.02	0	3.07	7	251	379090	3.25	-10.24
2025-01-29 20:30:33.092	ue1_uhd	-0.09	0	368500	0.08	24.82	1.64	0	1	0	0	2.42	0	0	0.03	0	27	0	20.55	0	0.01	0	4.25	3	250	380750	4.85	-10.26
2025-01-29 20:30:33.275	ue2_uhd	1.66	0	368500	0.05	26.92	1.21	0	1	0	0	1.26	0	0	0.03	0	23	1	24.77	0	-0.02	0	3.04	0	249	379988	3.23	-10.17
2025-01-29 20:30:33.572	ue1_uhd	1.48	0	368500	0.08	24.96	1.44	0	1	0	0	2.43	0	0	0.03	0	26	1	20.49	0	0.01	0	4.29	2	251	379949	4.86	-10.26
2025-01-29 20:30:33.765	ue2_uhd	-0.7	0	368500	0.05	26.88	1.04	0	1	0	0	1.27	0	0	0.03	0	24	0	24.94	0	-0.02	0	3.13	1	249	378913	3.37	-10.18
2025-01-29 20:30:34.053	ue1_uhd	2.39	0	368500	0.08	24.89	1.67	0	1	0	0	2.46	0	0	0.03	0	26	2	20.49	0	0.01	0	4.21	6	252	379898	4.75	-10.22
2025-01-29 20:30:34.253	ue2_uhd	-1.59	0	368500	0.05	26.83	1.08	0	1	0	0	1.27	0	0	0.03	0	23	-1	24.71	0	-0.02	0	3.15	1	249	379492	3.4	-10.24
2025-01-29 20:30:34.532	ue1_uhd	-4.02	0	368500	0.08	25.25	2.5	0	1	0	0	2.3	0	0	0.03	0	27	-4	20.57	0	0.01	0	4.12	0	249	380176	4.7	-10.19
2025-01-29 20:30:34.738	ue2_uhd	-0.77	0	368500	0.05	26.8	1.12	0	1	0	0	1.24	0	0	0.03	0	24	0	24.76	0	-0.02	0	3.27	4	252	379838	3.52	-10.28
2025-01-29 20:30:35.012	ue1_uhd	0.23	0	368500	0.08	25.85	2.56	0	1	0	0	2.43	0	0	0.03	0	26	0	20.56	0	0.01	0	4.3	2	250	379535	4.9	-10.21
2025-01-29 20:30:35.227	ue2_uhd	-0.2	0	368500	0.05	26.87	1.12	0	1	0	0	1.27	0	0	0.03	0	23	0	24.67	0	-0.02	0	3.12	4	250	380147	3.33	-10.25
2025-01-29 20:30:35.492	ue1_uhd	1.76	0	368500	0.08	25.21	2.04	0	1	0	0	2.4	0	0	0.03	1	28	1	20.49	0	0.01	0	4.39	2	251	379596	4.99	-10.19
2025-01-29 20:30:35.715	ue2_uhd	-0.02	0	368500	0.05	26.83	1.04	0	1	0	0	1.27	0	0	0.03	0	23	0	24.87	0	-0.02	0	3.02	5	251	380444	3.16	-10.29
2025-01-29 20:30:35.972	ue1_uhd	2.85	0	368500	0.08	24.82	1.57	0	1	0	0	2.41	0	0	0.03	0	27	2	20.51	0	0.01	0	4.32	3	249	380001	4.95	-10.28
2025-01-29 20:30:36.204	ue2_uhd	-0.66	0	368500	0.04	26.87	1	0	1	0	0	1.26	0	0	0.03	0	23	0	24.99	0	-0.02	0	2.95	1	249	380281	3.09	-10.3
2025-01-29 20:30:36.452	ue1_uhd	1.81	0	368500	0.08	24.78	1.78	0	1	0	0	2.46	0	0	0.03	0	26	1	20.53	0	0.01	0	4.25	3	250	379539	4.84	-10.22
2025-01-29 20:30:36.693	ue2_uhd	0.67	0	368500	0.05	26.76	1.04	0	1	0	0	1.25	0	0	0.03	0	24	0	24.92	0	-0.02	0	3.01	3	252	380622	3.13	-10.23
2025-01-29 20:30:36.932	ue1_uhd	-0.67	0	368500	0.08	25.22	1.7	0	1	0	0	2.42	0	0	0.03	1	27	0	20.53	0	0.01	0	4.19	5	251	379769	4.75	-10.25
2025-01-29 20:30:37.182	ue2_uhd	-3.59	0	368500	0.05	26.96	1	0	1	0	0	1.28	0	0	0.03	0	23	-3	24.82	0	-0.02	0	3.04	3	250	379993	3.21	-10.28
2025-01-29 20:30:37.412	ue1_uhd	2.1	0	368500	0.08	24.78	1.89	0	1	0	0	2.45	0	0	0.03	0	26	2	20.46	0	0.01	0	3.99	2	250	379176	4.51	-10.25
2025-01-29 20:30:37.671	ue2_uhd	-1.56	0	368500	0.05	26.71	1.04	0	1	0	0	1.26	0	0	0.03	0	23	-1	24.76	0	-0.02	0	2.99	2	251	378941	3.12	-10.24
2025-01-29 20:30:37.891	ue1_uhd	2.57	0	368500	0.08	24.93	1.56	0	1	0	0	2.43	0	0	0.03	0	26	2	20.52	0	0.01	0	4.08	0	248	378659	4.66	-10.25
2025-01-29 20:30:38.160	ue2_uhd	1	0	368500	0.05	26.92	1.04	0	1	0	0	1.25	0	0	0.03	0	23	0	24.67	0	-0.02	0	3.1	2	250	379780	3.3	-10.21
2025-01-29 20:30:38.370	ue1_uhd	-0.83	0	368500	0.08	24.82	1.79	0	1	0	0	2.43	0	0	0.03	0	27	0	20.52	0	0.01	0	4.39	1	250	379544	5	-10.17
2025-01-29 20:30:38.649	ue2_uhd	-0.17	0	368500	0.05	26.88	1.24	0	1	0	0	1.26	0	0	0.03	0	24	0	24.73	0	-0.02	0	3.05	2	249	379802	3.25	-10.25
2025-01-29 20:30:38.850	ue1_uhd	1.28	0	368500	0.08	25.21	1.89	0	1	0	0	2.42	0	0	0.03	0	27	1	20.56	0	0.01	0	4.55	3	251	379697	5.17	-10.15
2025-01-29 20:30:39.137	ue2_uhd	-0.89	0	368500	0.05	26.92	1.13	0	1	0	0	1.26	0	0	0.03	0	23	0	24.85	0	-0.02	0	3.09	1	249	379564	3.31	-10.19
2025-01-29 20:30:39.330	ue1_uhd	0.26	0	368500	0.08	25.85	3.15	0	1	0	0	2.39	0	0	0.03	0	26	0	20.46	0	0.01	0	4.3	5	251	378487	4.87	-10.23
2025-01-29 20:30:39.626	ue2_uhd	-0.69	0	368500	0.05	26.83	1.12	0	1	0	0	1.26	0	0	0.03	0	23	0	24.98	0	-0.02	0	3.12	2	250	379901	3.33	-10.26
2025-01-29 20:30:39.811	ue1_uhd	-0.17	0	368500	0.08	25.04	1.64	0	1	0	0	2.39	0	0	0.03	1	28	0	20.62	0	0.01	0	4.21	1	248	380053	4.83	-10.18
2025-01-29 20:30:40.115	ue2_uhd	0.82	0	368500	0.05	26.88	1.12	0	1	0	0	1.26	0	0	0.03	0	24	0	24.84	0	-0.02	0	3.16	2	250	379732	3.4	-10.23
2025-01-29 20:30:40.291	ue1_uhd	-0.14	0	368500	0.08	24.81	1.52	0	1	0	0	2.42	0	0	0.03	0	26	0	20.44	0	0.01	0	4.27	4	252	379930	4.82	-10.21
2025-01-29 20:30:40.603	ue2_uhd	-0.63	0	368500	0.05	26.92	1	0	1	0	0	1.26	0	0	0.03	0	24	0	24.8	0	-0.02	0	3.23	2	250	380494	3.5	-10.2
2025-01-29 20:30:40.772	ue1_uhd	3.09	0	368500	0.08	24.81	1.74	0	1	0	0	2.45	0	0	0.03	0	26	3	20.5	0	0.01	0	4.1	1	250	380268	4.65	-10.27
2025-01-29 20:30:41.092	ue2_uhd	-0.15	0	368500	0.05	26.83	1	0	1	0	0	1.25	0	0	0.03	0	23	0	24.76	0	-0.02	0	3.28	3	250	380048	3.57	-10.24
2025-01-29 20:30:41.251	ue1_uhd	-0.2	0	368500	0.08	24.93	1.74	0	1	0	0	2.46	0	0	0.03	1	27	0	20.58	0	0.01	0	4.23	4	250	380139	4.81	-10.22
2025-01-29 20:30:41.580	ue2_uhd	0.43	0	368500	0.05	26.92	1	0	1	0	0	1.26	0	0	0.03	0	24	0	24.88	0	-0.02	0	3.12	5	251	378870	3.31	-10.3
2025-01-29 20:30:41.731	ue1_uhd	-1.43	0	368500	0.08	24.86	1.25	0	1	0	0	2.37	0	0	0.03	0	27	-1	20.63	0	0.01	0	4.17	1	249	380113	4.75	-10.24
2025-01-29 20:30:42.069	ue2_uhd	0.65	0	368500	0.05	26.87	1.29	0	1	0	0	1.27	0	0	0.03	0	23	0	24.81	0	-0.02	0	3.02	5	252	379518	3.15	-10.23
2025-01-29 20:30:42.211	ue1_uhd	-1.38	0	368500	0.08	24.89	1.63	0	1	0	0	2.51	0	0	0.03	0	26	-1	20.56	0	0.01	0	4.35	2	248	380501	5	-10.21
2025-01-29 20:30:42.558	ue2_uhd	-1.07	0	368500	0.05	26.75	1.04	0	1	0	0	1.26	0	0	0.03	0	23	-1	24.89	0	-0.02	0	2.98	1	249	378990	3.14	-10.21
2025-01-29 20:30:42.691	ue1_uhd	2.22	0	368500	0.08	24.93	1.54	0	1	0	0	2.48	0	0	0.03	0	27	2	20.68	0	0.01	0	4.36	3	251	380079	4.95	-10.26
2025-01-29 20:30:43.047	ue2_uhd	0.72	0	368500	0.05	26.88	1.04	0	1	0	0	1.26	0	0	0.03	0	23	0	24.86	0	-0.02	0	3.03	3	251	380648	3.18	-10.21
2025-01-29 20:30:43.170	ue1_uhd	0.71	0	368500	0.08	25.57	2.21	0	1	0	0	2.49	0	0	0.03	1	28	0	20.69	0	0.01	0	4.32	2	249	378087	4.94	-10.19
2025-01-29 20:30:43.537	ue2_uhd	1.09	0	368500	0.05	26.83	1.21	0	1	0	0	1.28	0	0	0.03	0	23	1	24.8	0	-0.02	0	2.99	1	249	380460	3.17	-10.21
2025-01-29 20:30:43.650	ue1_uhd	0.41	0	368500	0.08	24.86	1.64	0	1	0	0	2.49	0	0	0.03	0	27	0	20.69	0	0.01	0	4.47	2	251	380424	5.1	-10.2
2025-01-29 20:30:44.026	ue2_uhd	-1.67	0	368500	0.05	26.92	1.08	0	1	0	0	1.27	0	0	0.03	0	23	-1	24.75	0	-0.02	0	3.07	3	251	380128	3.25	-10.21
2025-01-29 20:30:44.130	ue1_uhd	0.35	0	368500	0.08	24.78	1.44	0	1	0	0	2.51	0	0	0.03	0	26	0	20.66	0	0.01	0	4.28	5	251	379681	4.85	-10.28
2025-01-29 20:30:44.515	ue2_uhd	-0.39	0	368500	0.05	26.92	1.04	0	1	0	0	1.24	0	0	0.03	0	24	0	24.8	0	-0.02	0	3	3	250	379145	3.16	-10.25
2025-01-29 20:30:44.610	ue1_uhd	1.95	0	368500	0.08	24.85	1.74	0	1	0	0	2.53	0	0	0.03	0	26	1	20.6	0	0.01	0	4.06	3	251	379708	4.59	-10.25
2025-01-29 20:30:45.005	ue2_uhd	2.08	0	368500	0.05	26.92	1.08	0	1	0	0	1.27	0	0	0.03	0	23	2	24.73	0	-0.02	0	2.96	3	250	380100	3.1	-10.24
2025-01-29 20:30:45.090	ue1_uhd	-2.72	0	368500	0.08	25.15	1.67	0	1	0	0	2.48	0	0	0.03	1	27	-2	20.57	0	0.01	0	4.02	2	250	379814	4.55	-10.24
2025-01-29 20:30:45.494	ue2_uhd	-0.95	0	368500	0.05	26.75	1.04	0	1	0	0	1.27	0	0	0.03	0	23	0	24.84	0	-0.02	0	3	1	249	379420	3.18	-10.22
2025-01-29 20:30:45.570	ue1_uhd	-2.05	0	368500	0.08	24.89	1.78	0	1	0	0	2.49	0	0	0.03	0	26	-2	20.57	0	0.01	0	4.13	2	249	380011	4.7	-10.24
2025-01-29 20:30:45.983	ue2_uhd	-0.93	0	368500	0.05	26.87	1.12	0	1	0	0	1.25	0	0	0.03	0	23	0	24.8	0	-0.02	0	3.04	2	249	379900	3.22	-10.22
2025-01-29 20:30:46.050	ue1_uhd	-0.38	0	368500	0.08	24.78	1.93	0	1	0	0	2.48	0	0	0.03	0	26	0	20.53	0	0.01	0	4.21	4	251	379235	4.77	-10.23
2025-01-29 20:30:46.471	ue2_uhd	0.11	0	368500	0.05	26.75	1.04	0	1	0	0	1.26	0	0	0.03	0	23	0	24.93	0	-0.02	0	3.15	2	251	379893	3.36	-10.17
2025-01-29 20:30:46.530	ue1_uhd	-1.67	0	368500	0.08	24.85	1.96	0	1	0	0	2.5	0	0	0.03	0	26	-1	20.62	0	0.01	0	4.09	1	248	379262	4.69	-10.19
2025-01-29 20:30:46.960	ue2_uhd	-0.51	0	368500	0.05	26.92	1.08	0	1	0	0	1.27	0	0	0.03	0	24	0	24.89	0	-0.02	0	3.13	1	249	380567	3.37	-10.24
2025-01-29 20:30:47.010	ue1_uhd	1.87	0	368500	0.08	24.74	1.41	0	1	0	0	2.49	0	0	0.03	0	26	1	20.63	0	0.01	0	4.16	2	249	379537	4.74	-10.23
2025-01-29 20:30:47.449	ue2_uhd	-1.27	0	368500	0.05	26.92	1.04	0	1	0	0	1.26	0	0	0.03	0	23	-1	24.68	0	-0.02	0	3.18	3	251	380679	3.4	-10.33
2025-01-29 20:30:47.490	ue1_uhd	1.6	0	368500	0.08	25.11	2.04	0	1	0	0	2.44	0	0	0.03	1	28	1	20.59	0	0.01	0	4.37	1	249	380011	5	-10.21
2025-01-29 20:30:47.938	ue2_uhd	1.76	0	368500	0.05	26.88	1.08	0	1	0	0	1.25	0	0	0.03	0	24	1	24.81	0	-0.02	0	3.15	3	250	379666	3.38	-10.24
2025-01-29 20:30:47.970	ue1_uhd	-2.04	0	368500	0.08	24.85	1.52	0	1	0	0	2.52	0	0	0.03	0	26	-2	20.53	0	0.01	0	4.33	3	251	379789	4.9	-10.23
2025-01-29 20:30:48.427	ue2_uhd	0.41	0	368500	0.05	26.79	1.12	0	1	0	0	1.27	0	0	0.03	0	23	0	24.88	0	-0.02	0	3.07	3	249	380690	3.27	-10.23
2025-01-29 20:30:48.450	ue1_uhd	-0.19	0	368500	0.08	24.85	1.52	0	1	0	0	2.49	0	0	0.03	0	26	0	20.59	0	0.01	0	4.29	3	250	379287	4.88	-10.18
2025-01-29 20:30:48.916	ue2_uhd	1.39	0	368500	0.05	26.92	1.04	0	1	0	0	1.25	0	0	0.03	0	24	1	24.84	0	-0.02	0	3.1	2	250	380030	3.31	-10.17
2025-01-29 20:30:48.931	ue1_uhd	-0.2	0	368500	0.08	24.79	1.46	0	1	0	0	2.38	0	0	0.03	0	27	0	20.58	0	0.01	0	4.34	3	251	379976	4.92	-10.23
2025-01-29 20:30:49.405	ue2_uhd	0.1	0	368500	0.05	26.79	1.12	0	1	0	0	1.26	0	0	0.03	0	23	0	24.87	0	-0.02	0	3.17	2	250	380492	3.4	-10.23
2025-01-29 20:30:49.410	ue1_uhd	0.3	0	368500	0.08	25.15	2	0	1	0	0	2.48	0	0	0.03	1	27	0	20.54	0	0.01	0	4.21	2	249	380101	4.8	-10.21
2025-01-29 20:30:49.891	ue1_uhd	-1.23	0	368500	0.08	24.89	1.39	0	1	0	0	2.47	0	0	0.03	0	27	-1	20.61	0	0.01	0	4.3	3	249	380088	4.92	-10.2
2025-01-29 20:30:49.893	ue2_uhd	1.07	0	368500	0.05	26.84	1.12	0	1	0	0	1.26	0	0	0.03	0	24	1	24.87	0	-0.02	0	3.21	3	251	379364	3.46	-10.19
2025-01-29 20:30:50.371	ue1_uhd	1.76	0	368500	0.08	24.78	1.56	0	1	0	0	2.51	0	0	0.03	0	26	1	20.52	0	0.01	0	4.33	4	252	380722	4.89	-10.18
2025-01-29 20:30:50.382	ue2_uhd	-1.6	0	368500	0.05	26.92	1.12	0	1	0	0	1.26	0	0	0.03	0	24	-1	24.8	0	-0.02	0	3.18	2	251	379707	3.39	-10.25
2025-01-29 20:30:50.851	ue1_uhd	0.09	0	368500	0.08	24.81	1.44	0	1	0	0	2.5	0	0	0.03	0	26	0	20.7	0	0.01	0	4.13	1	249	378663	4.72	-10.19
2025-01-29 20:30:50.871	ue2_uhd	-1.57	0	368500	0.05	26.71	1.08	0	1	0	0	1.26	0	0	0.03	0	23	-1	24.78	0	-0.02	0	3.19	1	249	379200	3.47	-10.15
2025-01-29 20:30:51.331	ue1_uhd	-1.37	0	368500	0.08	24.74	1.52	0	1	0	0	2.51	0	0	0.03	0	26	-1	20.63	0	0.01	0	4.16	2	249	380390	4.74	-10.2
2025-01-29 20:30:51.361	ue2_uhd	1.74	0	368500	0.05	26.88	1.12	0	1	0	0	1.26	0	0	0.03	0	24	1	24.84	0	-0.02	0	3.23	3	249	379634	3.5	-10.21
2025-01-29 20:30:51.812	ue1_uhd	-0.08	0	368500	0.08	25.32	2.18	0	1	0	0	2.45	0	0	0.03	1	28	0	20.57	0	0.01	0	4.37	2	251	379609	4.95	-10.25
2025-01-29 20:30:51.850	ue2_uhd	1.46	0	368500	0.05	26.87	1.13	0	1	0	0	1.29	0	0	0.03	0	23	1	24.78	0	-0.02	0	3.13	4	251	380194	3.33	-10.28
2025-01-29 20:30:52.293	ue1_uhd	3.79	0	368500	0.08	24.93	1.59	0	1	0	0	2.51	0	0	0.03	0	26	3	20.62	0	0.01	0	4.19	4	251	380788	4.75	-10.25
2025-01-29 20:30:52.339	ue2_uhd	0.01	0	368500	0.05	26.92	1.04	0	1	0	0	1.26	0	0	0.03	0	24	0	24.92	0	-0.02	0	3.15	0	248	380095	3.41	-10.25
2025-01-29 20:30:52.772	ue1_uhd	0.91	0	368500	0.08	24.89	1.41	0	1	0	0	2.48	0	0	0.03	0	26	0	20.5	0	0.01	0	4.16	2	250	379546	4.72	-10.25
2025-01-29 20:30:52.828	ue2_uhd	1.51	0	368500	0.05	26.88	1.12	0	1	0	0	1.24	0	0	0.03	0	24	1	24.93	0	-0.02	0	3.34	2	251	380041	3.64	-10.18
2025-01-29 20:30:53.252	ue1_uhd	2.27	0	368500	0.08	24.86	1.57	0	1	0	0	2.33	0	0	0.03	0	27	2	20.64	0	0.01	0	4.27	1	249	380832	4.88	-10.2
2025-01-29 20:30:53.317	ue2_uhd	2.55	0	368500	0.05	26.92	1.12	0	1	0	0	1.25	0	0	0.03	0	24	2	24.86	0	-0.02	0	3.22	3	249	379218	3.5	-10.24
2025-01-29 20:30:53.733	ue1_uhd	-1.61	0	368500	0.08	25.37	2.22	0	1	0	0	2.45	0	0	0.03	1	27	-1	20.52	0	0.01	0	4.22	6	252	380368	4.75	-10.24
2025-01-29 20:30:53.806	ue2_uhd	-1.34	0	368500	0.05	26.83	1.08	0	1	0	0	1.25	0	0	0.03	0	23	-1	24.85	0	-0.02	0	3.21	5	252	379426	3.43	-10.26
