_time,_value,_field,srsue_data_id
2025-01-29T20:37:46.676632367Z,21.1,sinr,ue1_uhd
2025-01-29T20:37:47.156622367Z,21.15,sinr,ue1_uhd
2025-01-29T20:37:47.636640367Z,21.21,sinr,ue1_uhd
2025-01-29T20:37:48.116936367Z,21.25,sinr,ue1_uhd
2025-01-29T20:37:48.596663367Z,21.33,sinr,ue1_uhd
2025-01-29T20:37:49.076917367Z,21.23,sinr,ue1_uhd
2025-01-29T20:37:49.557142367Z,21.21,sinr,ue1_uhd
2025-01-29T20:37:50.036853367Z,21.19,sinr,ue1_uhd
2025-01-29T20:37:50.516032367Z,21.29,sinr,ue1_uhd
2025-01-29T20:37:50.995588367Z,21.32,sinr,ue1_uhd
2025-01-29T20:37:51.475021367Z,21.31,sinr,ue1_uhd
2025-01-29T20:37:51.954538367Z,21.26,sinr,ue1_uhd
2025-01-29T20:37:52.434449367Z,21.23,sinr,ue1_uhd
2025-01-29T20:37:52.914600367Z,21.13,sinr,ue1_uhd
2025-01-29T20:37:53.393704367Z,21.2,sinr,ue1_uhd
2025-01-29T20:37:53.873236367Z,21.17,sinr,ue1_uhd
2025-01-29T20:37:54.352342367Z,21.14,sinr,ue1_uhd
2025-01-29T20:37:54.831628367Z,21.23,sinr,ue1_uhd
2025-01-29T20:37:55.311656367Z,21.35,sinr,ue1_uhd
2025-01-29T20:37:55.791799367Z,21.11,sinr,ue1_uhd
2025-01-29T20:37:56.271146367Z,21.12,sinr,ue1_uhd
2025-01-29T20:37:56.750849367Z,21.21,sinr,ue1_uhd
2025-01-29T20:37:57.230362367Z,21.16,sinr,ue1_uhd
2025-01-29T20:37:57.710495367Z,21.17,sinr,ue1_uhd
2025-01-29T20:37:58.190036367Z,21.19,sinr,ue1_uhd
2025-01-29T20:37:58.668331367Z,21.12,sinr,ue1_uhd
2025-01-29T20:37:59.147992367Z,21.17,sinr,ue1_uhd
2025-01-29T20:37:59.628080367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:00.107230367Z,21.12,sinr,ue1_uhd
2025-01-29T20:38:00.595995367Z,21.31,sinr,ue1_uhd
2025-01-29T20:38:01.075799367Z,21.18,sinr,ue1_uhd
2025-01-29T20:38:01.555577367Z,21.14,sinr,ue1_uhd
2025-01-29T20:38:02.035080367Z,21.26,sinr,ue1_uhd
2025-01-29T20:38:02.515124367Z,21.2,sinr,ue1_uhd
2025-01-29T20:38:02.994752367Z,21.18,sinr,ue1_uhd
2025-01-29T20:38:03.474826367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:03.954609367Z,21.39,sinr,ue1_uhd
2025-01-29T20:38:04.434505367Z,21.06,sinr,ue1_uhd
2025-01-29T20:38:04.914385367Z,21.32,sinr,ue1_uhd
2025-01-29T20:38:05.394006367Z,21.32,sinr,ue1_uhd
2025-01-29T20:38:05.873060367Z,21.28,sinr,ue1_uhd
2025-01-29T20:38:06.353370367Z,21.32,sinr,ue1_uhd
2025-01-29T20:38:06.832969367Z,21.23,sinr,ue1_uhd
2025-01-29T20:38:07.313004367Z,21.13,sinr,ue1_uhd
2025-01-29T20:38:07.792418367Z,21.14,sinr,ue1_uhd
2025-01-29T20:38:08.272838367Z,21.2,sinr,ue1_uhd
2025-01-29T20:38:08.752338367Z,21.08,sinr,ue1_uhd
2025-01-29T20:38:09.231867367Z,21.19,sinr,ue1_uhd
2025-01-29T20:38:09.711967367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:10.200725367Z,21.17,sinr,ue1_uhd
2025-01-29T20:38:10.681150367Z,21.22,sinr,ue1_uhd
2025-01-29T20:38:11.160954367Z,21.21,sinr,ue1_uhd
2025-01-29T20:38:11.640906367Z,21.16,sinr,ue1_uhd
2025-01-29T20:38:12.120474367Z,21.12,sinr,ue1_uhd
2025-01-29T20:38:12.600657367Z,21.22,sinr,ue1_uhd
2025-01-29T20:38:13.080855367Z,21.09,sinr,ue1_uhd
2025-01-29T20:38:13.560333367Z,21.06,sinr,ue1_uhd
2025-01-29T20:38:14.040031367Z,21.07,sinr,ue1_uhd
2025-01-29T20:38:14.520054367Z,21,sinr,ue1_uhd
2025-01-29T20:38:14.999790367Z,21.08,sinr,ue1_uhd
2025-01-29T20:38:15.479683367Z,21.05,sinr,ue1_uhd
2025-01-29T20:38:15.959813367Z,21.04,sinr,ue1_uhd
2025-01-29T20:38:16.439134367Z,21.17,sinr,ue1_uhd
2025-01-29T20:38:16.918376367Z,21.04,sinr,ue1_uhd
2025-01-29T20:38:17.397887367Z,21.03,sinr,ue1_uhd
2025-01-29T20:38:17.877450367Z,21.04,sinr,ue1_uhd
2025-01-29T20:38:18.356539367Z,21.23,sinr,ue1_uhd
2025-01-29T20:38:18.835883367Z,21.13,sinr,ue1_uhd
2025-01-29T20:38:19.315812367Z,21.12,sinr,ue1_uhd
2025-01-29T20:38:19.796147367Z,21.08,sinr,ue1_uhd
2025-01-29T20:38:20.284613367Z,21.09,sinr,ue1_uhd
2025-01-29T20:38:20.764330367Z,21.24,sinr,ue1_uhd
2025-01-29T20:38:21.243927367Z,21.08,sinr,ue1_uhd
2025-01-29T20:38:21.724589367Z,21.16,sinr,ue1_uhd
2025-01-29T20:38:22.205115367Z,21.02,sinr,ue1_uhd
2025-01-29T20:38:22.685279367Z,21.02,sinr,ue1_uhd
2025-01-29T20:38:23.165049367Z,21.17,sinr,ue1_uhd
2025-01-29T20:38:23.645400367Z,21.01,sinr,ue1_uhd
2025-01-29T20:38:24.125550367Z,21.04,sinr,ue1_uhd
2025-01-29T20:38:24.605062367Z,21.12,sinr,ue1_uhd
2025-01-29T20:38:25.085387367Z,21.05,sinr,ue1_uhd
2025-01-29T20:38:25.565644367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:26.045854367Z,21.01,sinr,ue1_uhd
2025-01-29T20:38:26.526030367Z,21.01,sinr,ue1_uhd
2025-01-29T20:38:27.005501367Z,21.11,sinr,ue1_uhd
2025-01-29T20:38:27.484921367Z,21.01,sinr,ue1_uhd
2025-01-29T20:38:27.965096367Z,20.97,sinr,ue1_uhd
2025-01-29T20:38:28.445413367Z,21.07,sinr,ue1_uhd
2025-01-29T20:38:28.920858367Z,21,sinr,ue1_uhd
2025-01-29T20:38:29.401553367Z,21.01,sinr,ue1_uhd
2025-01-29T20:38:29.881549367Z,21.11,sinr,ue1_uhd
2025-01-29T20:38:30.361345367Z,21.13,sinr,ue1_uhd
2025-01-29T20:38:30.841552367Z,21.13,sinr,ue1_uhd
2025-01-29T20:38:31.322096367Z,21.06,sinr,ue1_uhd
2025-01-29T20:38:31.802653367Z,21.03,sinr,ue1_uhd
2025-01-29T20:38:32.282538367Z,21.01,sinr,ue1_uhd
2025-01-29T20:38:32.762399367Z,21.04,sinr,ue1_uhd
2025-01-29T20:38:33.242940367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:33.722526367Z,21.18,sinr,ue1_uhd
2025-01-29T20:38:34.202608367Z,21.11,sinr,ue1_uhd
2025-01-29T20:38:34.683126367Z,21.1,sinr,ue1_uhd
2025-01-29T20:38:35.162614367Z,20.99,sinr,ue1_uhd
2025-01-29T20:38:35.642369367Z,21.08,sinr,ue1_uhd
2025-01-29T20:38:36.122661367Z,21.12,sinr,ue1_uhd
2025-01-29T20:38:36.602661367Z,21.18,sinr,ue1_uhd
2025-01-29T20:38:37.082440367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:37.563129367Z,21.2,sinr,ue1_uhd
2025-01-29T20:38:38.043840367Z,21.16,sinr,ue1_uhd
2025-01-29T20:38:38.524397367Z,21.28,sinr,ue1_uhd
2025-01-29T20:38:39.004406367Z,21.23,sinr,ue1_uhd
2025-01-29T20:38:39.484749367Z,21.31,sinr,ue1_uhd
2025-01-29T20:38:39.974141367Z,21.17,sinr,ue1_uhd
2025-01-29T20:38:40.454548367Z,21.34,sinr,ue1_uhd
2025-01-29T20:38:40.935327367Z,21.34,sinr,ue1_uhd
2025-01-29T20:38:41.416132367Z,21.1,sinr,ue1_uhd
2025-01-29T20:38:41.896816367Z,21.17,sinr,ue1_uhd
2025-01-29T20:38:42.377181367Z,21.11,sinr,ue1_uhd
2025-01-29T20:38:42.857898367Z,21.16,sinr,ue1_uhd
2025-01-29T20:38:43.338623367Z,21.1,sinr,ue1_uhd
2025-01-29T20:38:43.818643367Z,21.15,sinr,ue1_uhd
2025-01-29T20:38:44.299469367Z,21.12,sinr,ue1_uhd
2025-01-29T20:38:44.779750367Z,21.05,sinr,ue1_uhd
2025-01-29T20:38:45.260030367Z,20.91,sinr,ue1_uhd
2025-01-29T20:38:45.740624367Z,20.83,sinr,ue1_uhd
2025-01-29T20:38:46.221159367Z,20.89,sinr,ue1_uhd
2025-01-29T20:38:46.701363367Z,20.87,sinr,ue1_uhd
2025-01-29T20:38:47.181634367Z,20.91,sinr,ue1_uhd
2025-01-29T20:38:47.662093367Z,20.83,sinr,ue1_uhd
2025-01-29T20:38:48.142278367Z,20.88,sinr,ue1_uhd
2025-01-29T20:38:48.622516367Z,20.89,sinr,ue1_uhd
2025-01-29T20:38:49.102488367Z,20.85,sinr,ue1_uhd
2025-01-29T20:38:49.582551367Z,20.89,sinr,ue1_uhd
2025-01-29T20:38:50.062248367Z,20.98,sinr,ue1_uhd
2025-01-29T20:38:50.542907367Z,20.88,sinr,ue1_uhd
2025-01-29T20:38:51.031262367Z,20.81,sinr,ue1_uhd
2025-01-29T20:38:51.510389367Z,20.9,sinr,ue1_uhd
2025-01-29T20:38:51.989835367Z,21,sinr,ue1_uhd
2025-01-29T20:38:52.470053367Z,20.93,sinr,ue1_uhd
2025-01-29T20:38:52.950164367Z,20.87,sinr,ue1_uhd
2025-01-29T20:38:53.430304367Z,20.71,sinr,ue1_uhd
2025-01-29T20:38:53.910760367Z,20.77,sinr,ue1_uhd
2025-01-29T20:38:54.390830367Z,20.75,sinr,ue1_uhd
2025-01-29T20:38:54.871294367Z,20.68,sinr,ue1_uhd
2025-01-29T20:38:55.351483367Z,20.64,sinr,ue1_uhd
2025-01-29T20:38:55.831018367Z,20.73,sinr,ue1_uhd
2025-01-29T20:38:56.310734367Z,21.03,sinr,ue1_uhd
2025-01-29T20:38:56.799285367Z,20.94,sinr,ue1_uhd
2025-01-29T20:38:57.285116367Z,20.91,sinr,ue1_uhd
2025-01-29T20:38:57.771509367Z,20.98,sinr,ue1_uhd
2025-01-29T20:38:58.256828367Z,20.95,sinr,ue1_uhd
2025-01-29T20:38:58.744165367Z,20.99,sinr,ue1_uhd
2025-01-29T20:38:59.228484367Z,20.89,sinr,ue1_uhd
2025-01-29T20:38:59.709189367Z,20.94,sinr,ue1_uhd
2025-01-29T20:39:00.190089367Z,20.88,sinr,ue1_uhd
2025-01-29T20:39:00.670079367Z,20.84,sinr,ue1_uhd
2025-01-29T20:39:01.150677367Z,20.96,sinr,ue1_uhd
2025-01-29T20:39:01.630710367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:02.111499367Z,20.75,sinr,ue1_uhd
2025-01-29T20:39:02.592411367Z,20.96,sinr,ue1_uhd
2025-01-29T20:39:03.072419367Z,20.95,sinr,ue1_uhd
2025-01-29T20:39:03.552588367Z,20.84,sinr,ue1_uhd
2025-01-29T20:39:04.033051367Z,20.9,sinr,ue1_uhd
2025-01-29T20:39:04.512890367Z,20.83,sinr,ue1_uhd
2025-01-29T20:39:04.992826367Z,20.94,sinr,ue1_uhd
2025-01-29T20:39:05.472945367Z,20.98,sinr,ue1_uhd
2025-01-29T20:39:05.953413367Z,20.96,sinr,ue1_uhd
2025-01-29T20:39:06.432882367Z,20.83,sinr,ue1_uhd
2025-01-29T20:39:06.912555367Z,20.9,sinr,ue1_uhd
2025-01-29T20:39:07.392869367Z,20.94,sinr,ue1_uhd
2025-01-29T20:39:07.873409367Z,20.93,sinr,ue1_uhd
2025-01-29T20:39:08.362053367Z,20.78,sinr,ue1_uhd
2025-01-29T20:39:08.842624367Z,20.85,sinr,ue1_uhd
2025-01-29T20:39:09.323488367Z,21.01,sinr,ue1_uhd
2025-01-29T20:39:09.803405367Z,20.88,sinr,ue1_uhd
2025-01-29T20:39:10.283264367Z,21.15,sinr,ue1_uhd
2025-01-29T20:39:10.763898367Z,21.09,sinr,ue1_uhd
2025-01-29T20:39:11.243325367Z,21.02,sinr,ue1_uhd
2025-01-29T20:39:11.723367367Z,21.08,sinr,ue1_uhd
2025-01-29T20:39:12.203496367Z,21.07,sinr,ue1_uhd
2025-01-29T20:39:12.684110367Z,20.95,sinr,ue1_uhd
2025-01-29T20:39:13.164520367Z,21.01,sinr,ue1_uhd
2025-01-29T20:39:13.645018367Z,21,sinr,ue1_uhd
2025-01-29T20:39:14.125214367Z,20.99,sinr,ue1_uhd
2025-01-29T20:39:14.604628367Z,21.1,sinr,ue1_uhd
2025-01-29T20:39:15.084839367Z,21.15,sinr,ue1_uhd
2025-01-29T20:39:15.564025367Z,21,sinr,ue1_uhd
2025-01-29T20:39:16.044435367Z,21.23,sinr,ue1_uhd
2025-01-29T20:39:16.523954367Z,21.19,sinr,ue1_uhd
2025-01-29T20:39:17.003265367Z,20.93,sinr,ue1_uhd
2025-01-29T20:39:17.482645367Z,20.87,sinr,ue1_uhd
2025-01-29T20:39:17.961861367Z,20.98,sinr,ue1_uhd
2025-01-29T20:39:18.441354367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:18.921417367Z,21.12,sinr,ue1_uhd
2025-01-29T20:39:19.401303367Z,21.09,sinr,ue1_uhd
2025-01-29T20:39:19.880622367Z,21.09,sinr,ue1_uhd
2025-01-29T20:39:20.361044367Z,21.01,sinr,ue1_uhd
2025-01-29T20:39:20.840434367Z,21,sinr,ue1_uhd
2025-01-29T20:39:21.320734367Z,20.97,sinr,ue1_uhd
2025-01-29T20:39:21.800547367Z,21,sinr,ue1_uhd
2025-01-29T20:39:22.279555367Z,20.87,sinr,ue1_uhd
2025-01-29T20:39:22.759660367Z,20.85,sinr,ue1_uhd
2025-01-29T20:39:23.239876367Z,20.91,sinr,ue1_uhd
2025-01-29T20:39:23.719093367Z,20.87,sinr,ue1_uhd
2025-01-29T20:39:24.198526367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:24.678519367Z,20.99,sinr,ue1_uhd
2025-01-29T20:39:25.158530367Z,21.19,sinr,ue1_uhd
2025-01-29T20:39:25.637960367Z,20.94,sinr,ue1_uhd
2025-01-29T20:39:26.117623367Z,20.85,sinr,ue1_uhd
2025-01-29T20:39:26.597210367Z,20.94,sinr,ue1_uhd
2025-01-29T20:39:27.077285367Z,20.84,sinr,ue1_uhd
2025-01-29T20:39:27.557730367Z,20.83,sinr,ue1_uhd
2025-01-29T20:39:28.038027367Z,20.89,sinr,ue1_uhd
2025-01-29T20:39:28.518402367Z,20.91,sinr,ue1_uhd
2025-01-29T20:39:28.998178367Z,20.88,sinr,ue1_uhd
2025-01-29T20:39:29.477620367Z,20.92,sinr,ue1_uhd
2025-01-29T20:39:29.957263367Z,20.98,sinr,ue1_uhd
2025-01-29T20:39:30.437633367Z,20.81,sinr,ue1_uhd
2025-01-29T20:39:30.917584367Z,20.97,sinr,ue1_uhd
2025-01-29T20:39:31.398085367Z,21.08,sinr,ue1_uhd
2025-01-29T20:39:31.877772367Z,21.11,sinr,ue1_uhd
2025-01-29T20:39:32.358046367Z,20.95,sinr,ue1_uhd
2025-01-29T20:39:32.838499367Z,20.94,sinr,ue1_uhd
2025-01-29T20:39:33.318288367Z,20.98,sinr,ue1_uhd
2025-01-29T20:39:33.798455367Z,21,sinr,ue1_uhd
2025-01-29T20:39:34.278007367Z,21.14,sinr,ue1_uhd
2025-01-29T20:39:34.758600367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:35.238521367Z,20.95,sinr,ue1_uhd
2025-01-29T20:39:35.718700367Z,20.96,sinr,ue1_uhd
2025-01-29T20:39:36.198747367Z,20.95,sinr,ue1_uhd
2025-01-29T20:39:36.678383367Z,20.97,sinr,ue1_uhd
2025-01-29T20:39:37.158675367Z,20.95,sinr,ue1_uhd
2025-01-29T20:39:37.638884367Z,20.98,sinr,ue1_uhd
2025-01-29T20:39:38.118695367Z,20.96,sinr,ue1_uhd
2025-01-29T20:39:38.599182367Z,21.07,sinr,ue1_uhd
2025-01-29T20:39:39.078480367Z,21.01,sinr,ue1_uhd
2025-01-29T20:39:39.558003367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:40.037582367Z,20.98,sinr,ue1_uhd
2025-01-29T20:39:40.517143367Z,20.99,sinr,ue1_uhd
2025-01-29T20:39:40.997382367Z,20.92,sinr,ue1_uhd
2025-01-29T20:39:41.476951367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:41.956476367Z,21.03,sinr,ue1_uhd
2025-01-29T20:39:42.435970367Z,20.92,sinr,ue1_uhd
2025-01-29T20:39:42.915578367Z,21.03,sinr,ue1_uhd
2025-01-29T20:39:43.395727367Z,21,sinr,ue1_uhd
2025-01-29T20:39:43.875846367Z,21.13,sinr,ue1_uhd
2025-01-29T20:39:44.356022367Z,21.11,sinr,ue1_uhd
2025-01-29T20:39:44.835466367Z,21.09,sinr,ue1_uhd
2025-01-29T20:39:45.315876367Z,21.05,sinr,ue1_uhd
2025-01-29T20:39:45.795947367Z,21.04,sinr,ue1_uhd
2025-01-29T20:39:46.276309367Z,21.33,sinr,ue1_uhd
2025-01-29T20:39:46.755948367Z,21.41,sinr,ue1_uhd
2025-01-29T20:39:47.236055367Z,21.13,sinr,ue1_uhd
2025-01-29T20:39:47.715741367Z,21.2,sinr,ue1_uhd
2025-01-29T20:39:48.196185367Z,21.32,sinr,ue1_uhd
2025-01-29T20:39:48.676308367Z,21.39,sinr,ue1_uhd
2025-01-29T20:39:49.156506367Z,21.31,sinr,ue1_uhd
2025-01-29T20:39:49.637022367Z,21.23,sinr,ue1_uhd
2025-01-29T20:39:50.116854367Z,21.39,sinr,ue1_uhd
2025-01-29T20:39:50.597255367Z,21.31,sinr,ue1_uhd
2025-01-29T20:39:51.077592367Z,21.31,sinr,ue1_uhd
2025-01-29T20:39:51.557954367Z,21.3,sinr,ue1_uhd
2025-01-29T20:39:52.036155367Z,21.24,sinr,ue1_uhd
2025-01-29T20:39:52.516381367Z,21.12,sinr,ue1_uhd
2025-01-29T20:39:52.996028367Z,21.21,sinr,ue1_uhd
2025-01-29T20:39:53.475690367Z,21.29,sinr,ue1_uhd
2025-01-29T20:39:53.956278367Z,21.36,sinr,ue1_uhd
2025-01-29T20:39:54.436196367Z,21.37,sinr,ue1_uhd
2025-01-29T20:39:54.916014367Z,21.38,sinr,ue1_uhd
2025-01-29T20:39:55.396270367Z,21.19,sinr,ue1_uhd
2025-01-29T20:39:55.876503367Z,21.18,sinr,ue1_uhd
2025-01-29T20:39:56.356859367Z,21.29,sinr,ue1_uhd
2025-01-29T20:39:56.837159367Z,21.31,sinr,ue1_uhd
2025-01-29T20:39:57.316083367Z,21.24,sinr,ue1_uhd
2025-01-29T20:39:57.795370367Z,21.36,sinr,ue1_uhd
2025-01-29T20:39:58.274636367Z,21.23,sinr,ue1_uhd
2025-01-29T20:39:58.754252367Z,21.14,sinr,ue1_uhd
2025-01-29T20:39:59.233529367Z,21.17,sinr,ue1_uhd
2025-01-29T20:39:59.713327367Z,21.32,sinr,ue1_uhd
2025-01-29T20:40:00.193184367Z,21.27,sinr,ue1_uhd
2025-01-29T20:40:00.673483367Z,21.37,sinr,ue1_uhd
2025-01-29T20:40:01.153189367Z,21.18,sinr,ue1_uhd
2025-01-29T20:40:01.632834367Z,21.27,sinr,ue1_uhd
2025-01-29T20:40:02.112494367Z,21.12,sinr,ue1_uhd
2025-01-29T20:40:02.592460367Z,21.36,sinr,ue1_uhd
2025-01-29T20:40:03.072714367Z,21.23,sinr,ue1_uhd
2025-01-29T20:40:03.552701367Z,21.25,sinr,ue1_uhd
2025-01-29T20:40:04.032690367Z,21.21,sinr,ue1_uhd
2025-01-29T20:40:04.512128367Z,21.23,sinr,ue1_uhd
2025-01-29T20:40:04.991570367Z,21.11,sinr,ue1_uhd
2025-01-29T20:40:05.471277367Z,21.21,sinr,ue1_uhd
2025-01-29T20:40:05.950678367Z,21.25,sinr,ue1_uhd
2025-01-29T20:40:06.430313367Z,21.3,sinr,ue1_uhd
2025-01-29T20:40:06.910537367Z,21.26,sinr,ue1_uhd
2025-01-29T20:40:07.390960367Z,21.31,sinr,ue1_uhd
2025-01-29T20:40:07.870982367Z,21.29,sinr,ue1_uhd
2025-01-29T20:40:08.350451367Z,21.13,sinr,ue1_uhd
2025-01-29T20:40:08.829886367Z,21.28,sinr,ue1_uhd
2025-01-29T20:40:09.309433367Z,21.23,sinr,ue1_uhd
2025-01-29T20:40:09.788839367Z,21.08,sinr,ue1_uhd
2025-01-29T20:40:10.268453367Z,21.14,sinr,ue1_uhd
2025-01-29T20:40:10.747908367Z,21.26,sinr,ue1_uhd
2025-01-29T20:40:11.227546367Z,21.01,sinr,ue1_uhd
2025-01-29T20:40:11.707128367Z,21.25,sinr,ue1_uhd
2025-01-29T20:40:12.187374367Z,21.28,sinr,ue1_uhd
2025-01-29T20:40:12.667461367Z,21.35,sinr,ue1_uhd
2025-01-29T20:40:13.147432367Z,21.25,sinr,ue1_uhd
2025-01-29T20:40:13.627010367Z,21.31,sinr,ue1_uhd
2025-01-29T20:40:14.106340367Z,21.4,sinr,ue1_uhd
2025-01-29T20:40:14.585477367Z,21.28,sinr,ue1_uhd
2025-01-29T20:40:15.065232367Z,21.42,sinr,ue1_uhd
2025-01-29T20:40:15.545175367Z,21.39,sinr,ue1_uhd
2025-01-29T20:40:16.025179367Z,21.42,sinr,ue1_uhd
2025-01-29T20:40:16.505228367Z,21.38,sinr,ue1_uhd
2025-01-29T20:40:16.984687367Z,21.26,sinr,ue1_uhd
2025-01-29T20:40:17.464165367Z,21.39,sinr,ue1_uhd
2025-01-29T20:40:17.943831367Z,21.34,sinr,ue1_uhd
2025-01-29T20:40:18.423022367Z,21.38,sinr,ue1_uhd
2025-01-29T20:40:18.902825367Z,21.41,sinr,ue1_uhd
2025-01-29T20:40:19.382847367Z,21.46,sinr,ue1_uhd
2025-01-29T20:40:19.863291367Z,21.4,sinr,ue1_uhd
2025-01-29T20:40:20.343033367Z,21.23,sinr,ue1_uhd
2025-01-29T20:40:20.823480367Z,21.29,sinr,ue1_uhd
2025-01-29T20:40:21.303879367Z,21.03,sinr,ue1_uhd
2025-01-29T20:40:21.784145367Z,20.73,sinr,ue1_uhd
2025-01-29T20:40:22.264199367Z,20.81,sinr,ue1_uhd
2025-01-29T20:40:22.744810367Z,20.82,sinr,ue1_uhd
2025-01-29T20:40:23.224524367Z,20.78,sinr,ue1_uhd
2025-01-29T20:40:23.704718367Z,20.71,sinr,ue1_uhd
2025-01-29T20:40:24.184968367Z,20.77,sinr,ue1_uhd
2025-01-29T20:40:24.665137367Z,20.73,sinr,ue1_uhd
2025-01-29T20:40:25.145383367Z,20.79,sinr,ue1_uhd
2025-01-29T20:40:25.625747367Z,21.03,sinr,ue1_uhd
2025-01-29T20:40:26.105309367Z,20.84,sinr,ue1_uhd
2025-01-29T20:40:26.585713367Z,20.81,sinr,ue1_uhd
2025-01-29T20:40:27.065983367Z,20.83,sinr,ue1_uhd
2025-01-29T20:40:27.545546367Z,20.66,sinr,ue1_uhd
2025-01-29T20:40:28.025840367Z,20.72,sinr,ue1_uhd
2025-01-29T20:40:28.505872367Z,20.58,sinr,ue1_uhd
2025-01-29T20:40:28.985945367Z,20.76,sinr,ue1_uhd
2025-01-29T20:40:29.465770367Z,20.74,sinr,ue1_uhd
2025-01-29T20:40:29.945046367Z,20.65,sinr,ue1_uhd
2025-01-29T20:40:30.425210367Z,20.74,sinr,ue1_uhd
2025-01-29T20:40:30.905481367Z,20.71,sinr,ue1_uhd
2025-01-29T20:40:31.385841367Z,20.58,sinr,ue1_uhd
2025-01-29T20:40:31.866104367Z,20.69,sinr,ue1_uhd
2025-01-29T20:40:32.346410367Z,20.75,sinr,ue1_uhd
2025-01-29T20:40:32.826203367Z,20.61,sinr,ue1_uhd
2025-01-29T20:40:33.305777367Z,20.72,sinr,ue1_uhd
2025-01-29T20:40:33.786156367Z,20.71,sinr,ue1_uhd
2025-01-29T20:40:34.265911367Z,20.68,sinr,ue1_uhd
2025-01-29T20:40:34.746303367Z,20.76,sinr,ue1_uhd
2025-01-29T20:40:35.225751367Z,20.78,sinr,ue1_uhd
2025-01-29T20:40:35.705342367Z,20.74,sinr,ue1_uhd
2025-01-29T20:40:36.185643367Z,20.7,sinr,ue1_uhd
2025-01-29T20:40:36.665402367Z,20.68,sinr,ue1_uhd
2025-01-29T20:40:37.144787367Z,20.67,sinr,ue1_uhd
2025-01-29T20:40:37.624381367Z,20.72,sinr,ue1_uhd
2025-01-29T20:40:38.103945367Z,20.72,sinr,ue1_uhd
2025-01-29T20:40:38.583829367Z,20.81,sinr,ue1_uhd
2025-01-29T20:40:39.064026367Z,20.58,sinr,ue1_uhd
2025-01-29T20:40:39.543662367Z,20.67,sinr,ue1_uhd
2025-01-29T20:40:40.024000367Z,20.89,sinr,ue1_uhd
2025-01-29T20:40:40.504184367Z,20.68,sinr,ue1_uhd
2025-01-29T20:40:40.984130367Z,20.69,sinr,ue1_uhd
2025-01-29T20:40:41.464460367Z,20.56,sinr,ue1_uhd
2025-01-29T20:40:41.944324367Z,20.69,sinr,ue1_uhd
2025-01-29T20:40:42.424013367Z,20.74,sinr,ue1_uhd
2025-01-29T20:40:42.903509367Z,20.61,sinr,ue1_uhd
2025-01-29T20:40:43.383719367Z,20.68,sinr,ue1_uhd
2025-01-29T20:40:43.863802367Z,20.61,sinr,ue1_uhd
2025-01-29T20:40:44.343649367Z,20.69,sinr,ue1_uhd
2025-01-29T20:40:44.824090367Z,20.72,sinr,ue1_uhd
2025-01-29T20:40:45.304142367Z,20.64,sinr,ue1_uhd
2025-01-29T20:40:45.783877367Z,20.66,sinr,ue1_uhd
2025-01-29T20:40:46.264252367Z,20.63,sinr,ue1_uhd
2025-01-29T20:40:46.744109367Z,20.82,sinr,ue1_uhd
2025-01-29T20:40:47.223603367Z,20.69,sinr,ue1_uhd
2025-01-29T20:40:47.704094367Z,20.73,sinr,ue1_uhd
2025-01-29T20:40:48.184323367Z,20.8,sinr,ue1_uhd
2025-01-29T20:40:48.664657367Z,20.77,sinr,ue1_uhd
2025-01-29T20:40:49.142426367Z,20.79,sinr,ue1_uhd
2025-01-29T20:40:49.622230367Z,20.64,sinr,ue1_uhd
2025-01-29T20:40:50.102097367Z,20.63,sinr,ue1_uhd
2025-01-29T20:40:50.581213367Z,20.62,sinr,ue1_uhd
2025-01-29T20:40:51.060929367Z,20.54,sinr,ue1_uhd
2025-01-29T20:40:51.541580367Z,20.72,sinr,ue1_uhd
2025-01-29T20:40:52.021490367Z,21.03,sinr,ue1_uhd
2025-01-29T20:40:52.501534367Z,21.13,sinr,ue1_uhd
2025-01-29T20:40:52.981974367Z,21.03,sinr,ue1_uhd
2025-01-29T20:40:53.461562367Z,21.04,sinr,ue1_uhd
2025-01-29T20:40:53.941811367Z,21.17,sinr,ue1_uhd
2025-01-29T20:40:54.421463367Z,21.03,sinr,ue1_uhd
2025-01-29T20:40:54.901298367Z,20.98,sinr,ue1_uhd
2025-01-29T20:40:55.381714367Z,21.06,sinr,ue1_uhd
2025-01-29T20:40:55.861405367Z,21.14,sinr,ue1_uhd
2025-01-29T20:40:56.341934367Z,21.09,sinr,ue1_uhd
2025-01-29T20:40:56.821344367Z,21.13,sinr,ue1_uhd
2025-01-29T20:40:57.301066367Z,21.04,sinr,ue1_uhd
2025-01-29T20:40:57.781510367Z,21.06,sinr,ue1_uhd
2025-01-29T20:40:58.261780367Z,21.06,sinr,ue1_uhd
